Title,Opponent,Competition,Venue,Home/Away/Neutral,Day,Month,Year,Tag Season,Score (Rangers First),Win/Lose/Draw,Referee:,Crowd,Manager,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22
Dumbarton v Rangers 22 December 1973,Dumbarton,League,Boghead ,Away,22,December,1973,1973 - 74,2-0,Win,A McDonald (Livingston),7500,Jock Wallace,Peter McCloy,Sandy Jardine,Willie Mathieson,John Greig,Derek Johnstone,Dave Smith,Quinton Young,Tom Forsyth,Derek Parlane,Alex O'Hara,Alex MacDonald,Alistair Scott,,,,,,,,,,
Ayr Utd v Rangers 29 December 1973,Ayr Utd,League,Somerset Park,Away,29,December,1973,1973 - 74,1-0,Win,T Kellock (East Kilbride),17000,Jock Wallace,Peter McCloy,Sandy Jardine,Willie Mathieson,John Greig,Derek Johnstone,Dave Smith,Quinton Young,Tom Forsyth,Derek Parlane,Alex O'Hara,Alex MacDonald,,,,,,,,,,,
Rangers v Partick Thistle 1 January 1974,Partick Thistle,League,Ibrox Park,Home,1,January,1974,1973 - 74,1-1,Draw,J Callaghan (Glasgow),20000,Jock Wallace,Peter McCloy,Sandy Jardine,Willie Mathieson,John Greig,Derek Johnstone,Dave Smith,Quinton Young,Tom Forsyth,Derek Parlane,Alex O'Hara,Alistair Scott,Alex MacDonald,,,,,,,,,,
Celtic v Rangers 5 January 1974,Celtic,League,Parkhead,Away,5,January,1974,1973 - 74,0-1,Lose,J Gordon (Newport-on-Tay),55000,Jock Wallace,Peter McCloy,Sandy Jardine,Willie Mathieson,John Greig,Derek Johnstone,Doug Houston,Quinton Young,Tom Forsyth,Derek Parlane,Alex MacDonald,Alistair Scott,Johnny Hamilton,,,,,,,,,,
Rangers v Aberdeen 12 January 1974,Aberdeen,League,Ibrox Park,Home,12,January,1974,1973 - 74,1-1,Draw,R Davidson (Airdrie),16000,Jock Wallace,Peter McCloy,Sandy Jardine,Willie Mathieson,John Greig,Derek Johnstone,Tom Forsyth,Tommy McLean,Alex O'Hara,Derek Parlane,Alex MacDonald,Quinton Young,Graham Fyfe,,,,,,,,,,
Hearts v Rangers 19 January 1974,Hearts,League,Tynecastle ,Away,19,January,1974,1973 - 74,4-2,Win,W Anderson (East Kilbride),19621,Jock Wallace,Peter McCloy,Sandy Jardine,Willie Mathieson,John Greig,Derek Johnstone,Dave Smith,Tommy McLean,Alex O'Hara,Derek Parlane,Alistair Scott,Eric Morris,Johnny Hamilton,,,,,,,,,,
Rangers v Queen's Park 26 January 1974,Queen's Park,Scottish Cup,Ibrox Park,Home,26,January,1974,1973 - 74,8-0,Win,R Marshall (Clydebank),19000,Jock Wallace,Donald Hunter,Sandy Jardine,Willie Mathieson,Johnny Hamilton,Derek Johnstone,Dave Smith,Tommy McLean,Alex O'Hara,Derek Parlane,Alistair Scott,Eric Morris,,,,,,,,,,,
Rangers v Arbroath 2 February 1974,Arbroath,League,Ibrox Park,Home,2,February,1974,1973 - 74,2-3,Lose,E Pringle (Edinburgh),22000,Jock Wallace,Donald Hunter,Sandy Jardine,Willie Mathieson,Alex O'Hara,Derek Johnstone,Dave Smith,Tommy McLean,Alistair Scott,Derek Parlane,Johnny Hamilton,Eric Morris,Graham Fyfe,Quinton Young,,,,,,,,,
East Fife v Rangers 9 February 1974,East Fife,League,Bayview,Away,9,February,1974,1973 - 74,3-0,Win,J Paterson (Bothwell),8499,Jock Wallace,Donald Hunter,Sandy Jardine,Willie Mathieson,Alex O'Hara,Colin Jackson,Derek Johnstone,Tommy McLean,Alistair Scott,Derek Parlane,Johnny Hamilton,Eric Morris,,,,,,,,,,,
Rangers v Dundee 17 February 1974,Dundee,Scottish Cup,Ibrox Park,Home,17,February,1974,1973 - 74,0-3,Lose,T Kyle (Glasgow),64672,Jock Wallace,Peter McCloy,Sandy Jardine,Willie Mathieson,John Greig,Colin Jackson,Derek Johnstone,Tommy McLean,Alex O'Hara,Derek Parlane,Alistair Scott,Johnny Hamilton,Quinton Young,,,,,,,,,,
Rangers v Dundee Utd 24 February 1974,Dundee Utd,League,Ibrox Park,Home,24,February,1974,1973 - 74,3-1,Win,E Thomson (Edinburgh),15500,Jock Wallace,Donald Hunter,Sandy Jardine,Willie Mathieson,Alex O'Hara,Colin Jackson,Derek Johnstone,Tommy McLean,Johnny Hamilton,Derek Parlane,Alistair Scott,Quinton Young,John Greig,,,,,,,,,,
Hibs v Rangers 2 March 1974,Hibs,League,Easter Road,Away,2,March,1974,1973 - 74,1-3,Lose,R Davidson (Airdrie),23149,Jock Wallace,Peter McCloy,Sandy Jardine,Willie Mathieson,Alex O'Hara,Colin Jackson,Derek Johnstone,Tommy McLean,Alistair Scott,Derek Parlane,Alex MacDonald,Quinton Young,John Greig,,,,,,,,,,
Hamburg v Rangers 4 March 1974,Hamburg,Challenge Match,Volksparkstadion ,Away,4,March,1974,1973 - 74,0-3,Lose,unknown - to be confirmed,15000,Jock Wallace,Peter McCloy,Sandy Jardine,Willie Mathieson,John Greig,Colin Jackson,Derek Johnstone,Tommy McLean,Alex O'Hara,Derek Parlane,Alex MacDonald,Quinton Young,,,,,,,,,,,
Manchester Utd v Rangers 9 March 1974,Manchester Utd,Challenge Match,Old Trafford,Away,9,March,1974,1973 - 74,3-2,Win,E Jolly (Manchester),22200,Jock Wallace,Peter McCloy,Sandy Jardine,Willie Mathieson,John Greig,Colin Jackson,Derek Johnstone,Tommy McLean,Alex O'Hara,Derek Parlane,Alex MacDonald,Quinton Young,,,,,,,,,,,
Morton v Rangers 16 March 1974,Morton,League,Cappielow Park,Away,16,March,1974,1973 - 74,3-2,Win,C Hutton (Dunfermline),9000,Jock Wallace,Peter McCloy,Sandy Jardine,Willie Mathieson,Alex O'Hara,Colin Jackson,Derek Johnstone,Tommy McLean,John Greig,Derek Parlane,Alex MacDonald,Quinton Young,,,,,,,,,,,
Falkirk v Rangers 23 March 1974,Falkirk,League,Brockville,Away,23,March,1974,1973 - 74,0-0,Draw,E Pringle (Edinburgh),10000,Jock Wallace,Peter McCloy,Sandy Jardine,Willie Mathieson,John Greig,Colin Jackson,Derek Johnstone,Tommy McLean,Alex O'Hara,Derek Parlane,Alex MacDonald,Quinton Young,,,,,,,,,,,
Rangers v Clyde 30 March 1974,Clyde,League,Ibrox Park,Home,30,March,1974,1973 - 74,4-0,Win,J Grant (Larbert),15000,Jock Wallace,Peter McCloy,Sandy Jardine,Willie Mathieson,John Greig,Derek Johnstone,Colin Jackson,Quinton Young,Alistair Scott,Derek Parlane,Alex MacDonald,Eric Morris,Iain McDougall,Graham Fyfe,,,,,,,,,
Rangers v Dunfermline Athletic 2 April 1974,Dunfermline Athletic,League,Ibrox Park,Home,2,April,1974,1973 - 74,3-0,Win,R Valentine (Dundee),12000,Jock Wallace,Peter McCloy,Sandy Jardine,John Greig,Iain McDougall,Derek Johnstone,Colin Jackson,Quinton Young,Alistair Scott,Derek Parlane,Alex MacDonald,Eric Morris,Graham Fyfe,,,,,,,,,,
Motherwell v Rangers 6 April 1974,Motherwell,League,Fir Park,Away,6,April,1974,1973 - 74,4-1,Win,H Alexander (Kilmarnock),13346,Jock Wallace,Peter McCloy,Sandy Jardine,John Greig,Iain McDougall,Derek Johnstone,Colin Jackson,Quinton Young,Alistair Scott,Derek Parlane,Alex MacDonald,Graham Fyfe,Tommy McLean,,,,,,,,,,
Rangers v Dundee 13 April 1974,Dundee,League,Ibrox Park,Home,13,April,1974,1973 - 74,1-2,Lose,A Webster (Falkirk),25000,Jock Wallace,Peter McCloy,Sandy Jardine,John Greig,Iain McDougall,Derek Johnstone,Colin Jackson,Quinton Young,Alistair Scott,Derek Parlane,Alex MacDonald,Graham Fyfe,,,,,,,,,,,
Aberdeen v Rangers 17 April 1974,Aberdeen,League,Pittodrie,Away,17,April,1974,1973 - 74,1-1,Draw,E Pringle (Edinburgh),18000,Jock Wallace,Peter McCloy,Sandy Jardine,John Greig,Iain McDougall,Derek Johnstone,Colin Jackson,Quinton Young,Alistair Scott,Derek Parlane,Alex MacDonald,Graham Fyfe,,,,,,,,,,,
St Johnstone v Rangers 20 April 1974,St Johnstone,League,Muirton Park,Away,20,April,1974,1973 - 74,3-1,Win,R Marshall (Clydebank),7500,Jock Wallace,Peter McCloy,Sandy Jardine,John Greig,Iain McDougall,Derek Johnstone,Colin Jackson,Quinton Young,Alistair Scott,Derek Parlane,Alex MacDonald,Graham Fyfe,Tommy McLean,,,,,,,,,,
Rangers v Motherwell 24 April 1974,Motherwell,League,Ibrox Park,Home,24,April,1974,1973 - 74,2-1,Win,R Valentine (Dundee),10000,Jock Wallace,Peter McCloy,Sandy Jardine,John Greig,Iain McDougall,Derek Johnstone,Colin Jackson,Tommy McLean,Alistair Scott,Derek Parlane,Alex MacDonald,Graham Fyfe,Johnny Hamilton,,,,,,,,,,
Rangers v Dumbarton 27 April 1974,Dumbarton,League,Ibrox Park,Home,27,April,1974,1973 - 74,3-1,Win,R Greenlees (Lochgelly),20000,Jock Wallace,Peter McCloy,Sandy Jardine,John Greig,Iain McDougall,Derek Johnstone,Colin Jackson,Johnny Hamilton,Alistair Scott,Derek Parlane,Alex MacDonald,Graham Fyfe,Alfie Conn,Eric Morris,,,,,,,,,
Dundee v Rangers 29 April 1974,Dundee,League,Dens Park,Away,29,April,1974,1973 - 74,3-2,Win,A McCririck (Kilmarnock),10578,Jock Wallace,Peter McCloy,Sandy Jardine,John Greig,Iain McDougall,Derek Johnstone,Colin Jackson,Quinton Young,Alistair Scott,Derek Parlane,Alex MacDonald,Graham Fyfe,,,,,,,,,,,
Everton v Rangers 1 May 1974,Everton,Challenge Match,Goodison Park,Away,1,May,1974,1973 - 74,1-2,Lose,A Jones (Ormskirk),10730,Jock Wallace,Peter McCloy,Sandy Jardine,John Greig,Iain McDougall,Derek Johnstone,Colin Jackson,Quinton Young,Alistair Scott,Derek Parlane,Alex MacDonald,Graham Fyfe,,,,,,,,,,,
Malmo v Rangers 16 July 1974,Malmo,Challenge Match,Malmo Stadion (Sweden),Away,16,July,1974,1974 - 75,1-2,Lose,E Axeliryd,4900,Jock Wallace,Stewart Kennedy,Sandy Jardine,Willie Mathieson,Alex O'Hara,Colin Jackson,Derek Johnstone,Tommy McLean,Alistair Scott,Derek Parlane,Alex MacDonald,Quinton Young,Iain McDougall,Eric Morris,,,,,,,,,
Gothenburg A. v Rangers 18 July 1974,Gothenburg A,Challenge Match,Nya Ullevi,Away,18,July,1974,1974 - 75,0-2,Lose,A Persson (Gothenburg),3231,Jock Wallace,Stewart Kennedy,Sandy Jardine,Willie Mathieson,Jim Denny,Colin Jackson,Iain McDougall,Quinton Young,Johnny Hamilton,Derek Parlane,Alex MacDonald,Alistair Scott,Alex O'Hara,Graham Fyfe,,,,,,,,,
Karlstad v Rangers 22 July 1974,Karlstad,Challenge Match,Tingvalla Stadium,Away,22,July,1974,1974 - 75,0-0,Draw,B Svensson,3000,Jock Wallace,Stewart Kennedy,Iain McDougall,Willie Mathieson,Jim Denny,Colin Jackson,Alex O'Hara,Tommy McLean,Johnny Hamilton,Derek Parlane,Quinton Young,Graham Fyfe,,,,,,,,,,,
Amal Alliance v Rangers 23 July 1974,Amal Alliance,Challenge Match,Idrotsplatz,Away,23,July,1974,1974 - 75,9-0,Win,unknown - to be confirmed,3000,Jock Wallace,Donald Hunter,Iain McDougall,Willie Mathieson,Sandy Jardine,Colin Jackson,Jim Denny,Tommy McLean,Alistair Scott,Derek Parlane,Alex O'Hara,Graham Fyfe,Eric Morris,Johnny Hamilton,Billy Steel,,,,,,,,
Stirling Albion v Rangers 27 July 1974,Stirling Albion,Drybrough Cup,Annfield ,Away,27,July,1974,1974 - 75,2-0,Win,E Thomson (Edinburgh),12000,Jock Wallace,Stewart Kennedy,Iain McDougall,Willie Mathieson,Sandy Jardine,Colin Jackson,Jim Denny,Tommy McLean,Johnny Hamilton,Derek Parlane,Alex O'Hara,Graham Fyfe,,,,,,,,,,,
Hibs v Rangers 31 July 1974,Hibs,Drybrough Cup,Easter Road,Away,31,July,1974,1974 - 75,3-2,Win,C Hutton (Dunfermline),28000,Jock Wallace,Stewart Kennedy,Sandy Jardine,Willie Mathieson,Alex O'Hara,Colin Jackson,Jim Denny,Tommy McLean,Alistair Scott,Derek Parlane,Alex MacDonald,Graham Fyfe,Derek Johnstone,,,,,,,,,,
Rangers v Celtic 3 August 1974,Celtic,Drybrough Cup,Hampden Park,Neutral,3,August,1974,1974 - 75,2-2,Lose,J Paterson (Bothwell),57558,Jock Wallace,Stewart Kennedy,Sandy Jardine,Willie Mathieson,John Greig,Colin Jackson,Derek Johnstone,Tommy McLean,Alistair Scott,Derek Parlane,Alex MacDonald,Graham Fyfe,Quinton Young,Jim Denny,,,,,,,,,
Rangers v St Johnstone 7 August 1974,St Johnstone,League Cup,Ibrox Park,Home,7,August,1974,1974 - 75,3-2,Win,E Pringle (Edinburgh),25000,Jock Wallace,Stewart Kennedy,Sandy Jardine,Willie Mathieson,John Greig,Colin Jackson,Derek Johnstone,Tommy McLean,Graham Fyfe,Derek Parlane,Alex O'Hara,Alistair Scott,Quinton Young,Alex Miller,,,,,,,,,
Hibs v Rangers 10 August 1974,Hibs,League Cup,Easter Road,Away,10,August,1974,1974 - 75,1-3,Lose,J Gordon (Newport-on-Tay),23539,Jock Wallace,Stewart Kennedy,Sandy Jardine,Willie Mathieson,Quinton Young,Tom Forsyth,Derek Johnstone,Tommy McLean,Graham Fyfe,Richard Sharp,Alex MacDonald,Alistair Scott,Jim Denny,,,,,,,,,,
St Johnstone v Rangers 14 August 1974,St Johnstone,League Cup,Muirton Park,Away,14,August,1974,1974 - 75,6-3,Win,G Smith (Edinburgh),5800,Jock Wallace,Stewart Kennedy,Jim Denny,Alex Miller,Tom Forsyth,Colin Jackson,Derek Johnstone,Tommy McLean,Sandy Jardine,Quinton Young,Graham Fyfe,Alistair Scott,,,,,,,,,,,
Dundee v Rangers 17 August 1974,Dundee,League Cup,Dens Park,Away,17,August,1974,1974 - 75,2-0,Win,R Marshall (Clydebank),18548,Jock Wallace,Stewart Kennedy,Jim Denny,Alex Miller,Tom Forsyth,Colin Jackson,Derek Johnstone,Tommy McLean,Sandy Jardine,Quinton Young,Graham Fyfe,Alistair Scott,,,,,,,,,,,
Athletico Bilbao v Rangers 20 August 1974,Athletico Bilbao,Challenge Match,"Nou Camp, Barcelona",Away,20,August,1974,1974 - 75,1-0,Win,J Olivarria,100000,Jock Wallace,Stewart Kennedy,Jim Denny,Alex Miller,Tom Forsyth,Colin Jackson,Derek Johnstone,Tommy McLean,Sandy Jardine,Quinton Young,Graham Fyfe,Alistair Scott,,,,,,,,,,,
Barcelona v Rangers 21 August 1974,Barcelona,Challenge Match,"Nou Camp, Barcelona",Away,21,August,1974,1974 - 75,1-4,Lose,S Ibanez,100000,Jock Wallace,Stewart Kennedy,Sandy Jardine,Alex Miller,Tom Forsyth,Colin Jackson,Derek Johnstone,Tommy McLean,Derek Parlane,Quinton Young,Graham Fyfe,Alistair Scott,,,,,,,,,,,
Rangers v Dundee 24 August 1974,Dundee,League Cup,Ibrox Park,Home,24,August,1974,1974 - 75,4-0,Win,A McKenzie (Larbert),35000,Jock Wallace,Stewart Kennedy,Jim Denny,Alex Miller,Tom Forsyth,Colin Jackson,Derek Johnstone,Tommy McLean,Sandy Jardine,Quinton Young,Graham Fyfe,Alistair Scott,,,,,,,,,,,
Rangers v Hibs 28 August 1974,Hibs,League Cup,Ibrox Park,Home,28,August,1974,1974 - 75,0-1,Lose,J Paterson (Bothwell),60000,Jock Wallace,Stewart Kennedy,Jim Denny,Alex Miller,Tom Forsyth,Colin Jackson,Derek Johnstone,Tommy McLean,Sandy Jardine,Quinton Young,Graham Fyfe,Alistair Scott,Derek Parlane,Alex O'Hara,,,,,,,,,
Ayr Utd v Rangers 31 August 1974,Ayr Utd,League,Somerset Park,Away,31,August,1974,1974 - 75,1-1,Draw,R Davidson (Airdrie),20000,Jock Wallace,Stewart Kennedy,Sandy Jardine,Alex Miller,Derek Johnstone,Colin Jackson,Tom Forsyth,Tommy McLean,Quinton Young,Derek Parlane,Graham Fyfe,Alistair Scott,,,,,,,,,,,
Rangers v Partick Thistle 7 September 1974,Partick Thistle,League,Ibrox Park,Home,7,September,1974,1974 - 75,3-2,Win,I Foote (Glasgow),25000,Jock Wallace,Stewart Kennedy,Sandy Jardine,Alex Miller,Iain McDougall,Colin Jackson,Tom Forsyth,Quinton Young,Derek Johnstone,Derek Parlane,Alex MacDonald,Graham Fyfe,,,,,,,,,,,
Celtic v Rangers 14 September 1974,Celtic,League,Parkhead,Away,14,September,1974,1974 - 75,2-1,Win,J Gordon (Newport-on-Tay),60000,Jock Wallace,Stewart Kennedy,Sandy Jardine,John Greig,Iain McDougall,Colin Jackson,Tom Forsyth,Quinton Young,Derek Johnstone,Derek Parlane,Alex MacDonald,Graham Fyfe,Tommy McLean,,,,,,,,,,
Rangers v Southampton 18 September 1974,Southampton,Texaco Cup,Ibrox Park,Home,18,September,1974,1974 - 75,1-3,Lose,R Davidson (Airdrie),40000,Jock Wallace,Stewart Kennedy,Sandy Jardine,John Greig,Iain McDougall,Colin Jackson,Tom Forsyth,Quinton Young,Derek Johnstone,Derek Parlane,Alex MacDonald,Graham Fyfe,Tommy McLean,,,,,,,,,,
Rangers v Dumbarton 21 September 1974,Dumbarton,League,Ibrox Park,Home,21,September,1974,1974 - 75,3-2,Win,H Alexander (Kilmarnock),18000,Jock Wallace,Stewart Kennedy,Sandy Jardine,John Greig,Derek Johnstone,Colin Jackson,Tom Forsyth,Bobby McKean,Tommy McLean,Alistair Scott,Quinton Young,Graham Fyfe,Derek Parlane,Alex MacDonald,,,,,,,,,
Kilmarnock v Rangers 28 September 1974,Kilmarnock,League,Rugby Park,Away,28,September,1974,1974 - 75,6-0,Win,T Muirhead (Stenhousemuir),19609,Jock Wallace,Stewart Kennedy,Sandy Jardine,John Greig,Derek Johnstone,Colin Jackson,Tom Forsyth,Bobby McKean,Tommy McLean,Alistair Scott,Alex MacDonald,Quinton Young,,,,,,,,,,,
Southampton v Rangers 1 October 1974,Southampton,Texaco Cup,The Dell,Away,1,October,1974,1974 - 75,0-2,Lose,R Crabb (Exeter),23000,Jock Wallace,Stewart Kennedy,Sandy Jardine,John Greig,Derek Johnstone,Colin Jackson,Tom Forsyth,Bobby McKean,Tommy McLean,Alistair Scott,Alex MacDonald,Quinton Young,Derek Parlane,,,,,,,,,,
Rangers v Morton 5 October 1974,Morton,League,Ibrox Park,Home,5,October,1974,1974 - 75,2-0,Win,R Valentine (Dundee),25000,Jock Wallace,Stewart Kennedy,Sandy Jardine,John Greig,Derek Johnstone,Colin Jackson,Tom Forsyth,Bobby McKean,Tommy McLean,Derek Parlane,Alex MacDonald,Quinton Young,,,,,,,,,,,
Dunfermline Athletic v Rangers 12 October 1974,Dunfermline Athletic,League,East End Park,Away,12,October,1974,1974 - 75,6-1,Win,E Thomson (Edinburgh),18000,Jock Wallace,Stewart Kennedy,Sandy Jardine,John Greig,Derek Johnstone,Colin Jackson,Tom Forsyth,Bobby McKean,Tommy McLean,Derek Parlane,Alex MacDonald,Quinton Young,Alistair Scott,,,,,,,,,,
Queen's Park v Rangers 15 October 1974,Queen's Park,Glasgow Cup,Hampden Park,Away,15,October,1974,1974 - 75,3-1,Win,D Syme (Rutherglen),5737,Jock Wallace,Stewart Kennedy,Sandy Jardine,Alex Miller,Derek Johnstone,Colin Jackson,Jim Denny,Bobby McKean,Graham Fyfe,Derek Parlane,Alex MacDonald,Alistair Scott,,,,,,,,,,,
Rangers v Clyde 19 October 1974,Clyde,League,Ibrox Park,Home,19,October,1974,1974 - 75,3-1,Win,A Webster (Falkirk),25000,Jock Wallace,Stewart Kennedy,Sandy Jardine,Alex Miller,Derek Johnstone,Colin Jackson,Jim Denny,Bobby McKean,Tommy McLean,Graham Fyfe,Alex MacDonald,Quinton Young,,,,,,,,,,,
Hearts v Rangers 26 October 1974,Hearts,League,Tynecastle ,Away,26,October,1974,1974 - 75,1-1,Draw,J Paterson (Bothwell),27094,Jock Wallace,Stewart Kennedy,Sandy Jardine,John Greig,Derek Johnstone,Colin Jackson,Tom Forsyth,Bobby McKean,Tommy McLean,Graham Fyfe,Alex MacDonald,Quinton Young,Alex O'Hara,,,,,,,,,,
St Johnstone v Rangers 2 November 1974,St Johnstone,League,Muirton Park,Away,2,November,1974,1974 - 75,2-1,Win,C Hutton (Dunfermline),13260,Jock Wallace,Stewart Kennedy,Sandy Jardine,John Greig,Derek Johnstone,Colin Jackson,Tom Forsyth,Bobby McKean,Tommy McLean,Derek Parlane,Alex MacDonald,Quinton Young,,,,,,,,,,,
Rangers v Dundee 9 November 1974,Dundee,League,Ibrox Park,Home,9,November,1974,1974 - 75,1-0,Win,W Mullan (Dalkeith),25000,Jock Wallace,Stewart Kennedy,Sandy Jardine,John Greig,Derek Johnstone,Colin Jackson,Tom Forsyth,Bobby McKean,Tommy McLean,Derek Parlane,Alex MacDonald,Quinton Young,,,,,,,,,,,
Motherwell v Rangers 16 November 1974,Motherwell,League,Fir Park,Away,16,November,1974,1974 - 75,5-0,Win,T Kyle (Glasgow),19409,Jock Wallace,Stewart Kennedy,Sandy Jardine,John Greig,Derek Johnstone,Colin Jackson,Tom Forsyth,Bobby McKean,Tommy McLean,Derek Parlane,Alex MacDonald,Quinton Young,Iain McDougall,,,,,,,,,,
Rangers v Hibs 23 November 1974,Hibs,League,Ibrox Park,Home,23,November,1974,1974 - 75,0-1,Lose,R Davidson (Airdrie),31500,Jock Wallace,Stewart Kennedy,Sandy Jardine,John Greig,Derek Johnstone,Colin Jackson,Tom Forsyth,Bobby McKean,Tommy McLean,Derek Parlane,Alex MacDonald,Quinton Young,Iain McDougall,,,,,,,,,,
Rangers v Dundee Utd 30 November 1974,Dundee Utd,League,Ibrox Park,Home,30,November,1974,1974 - 75,4-2,Win,W Anderson (East Kilbride),26000,Jock Wallace,Stewart Kennedy,Sandy Jardine,John Greig,Iain McDougall,Colin Jackson,Tom Forsyth,Bobby McKean,Tommy McLean,Derek Parlane,Alex MacDonald,Quinton Young,Jim Denny,,,,,,,,,,
Aberdeen v Rangers 7 December 1974,Aberdeen,League,Pittodrie,Away,7,December,1974,1974 - 75,2-1,Win,D Ramsay (Edinburgh),26000,Jock Wallace,Stewart Kennedy,Sandy Jardine,John Greig,Derek Johnstone,Colin Jackson,Tom Forsyth,Bobby McKean,Tommy McLean,Derek Parlane,Alex MacDonald,Quinton Young,,,,,,,,,,,
Elgin City v Rangers 9 December 1974,Elgin City,Challenge Match,Borough Briggs,Away,9,December,1974,1974 - 75,8-1,Win,unknown - to be confirmed,6000,Jock Wallace,Stewart Kennedy,Sandy Jardine,John Greig,Iain McDougall,Colin Jackson,Jim Denny,Tommy McLean,Derek Parlane,Martin Henderson,Derek Johnstone,Graham Fyfe,Bobby McKean,Johnny Hamilton,Alistair Scott,,,,,,,,
Rangers v Arbroath 14 December 1974,Arbroath,League,Ibrox Park,Home,14,December,1974,1974 - 75,3-0,Win,R Marshall (Clydebank),20000,Jock Wallace,Stewart Kennedy,Sandy Jardine,John Greig,Derek Johnstone,Colin Jackson,Jim Denny,Bobby McKean,Tommy McLean,Derek Parlane,Alex MacDonald,Quinton Young,,,,,,,,,,,
Airdrie v Rangers 21 December 1974,Airdrie,League,Broomfield Park,Away,21,December,1974,1974 - 75,3-4,Lose,B McGinlay (Balfron),19500,Jock Wallace,Stewart Kennedy,Sandy Jardine,John Greig,Derek Johnstone,Colin Jackson,Jim Denny,Bobby McKean,Tommy McLean,Derek Parlane,Alex MacDonald,Quinton Young,Johnny Hamilton,Graham Fyfe,,,,,,,,,
Rangers v Ayr Utd 28 December 1974,Ayr Utd,League,Ibrox Park,Home,28,December,1974,1974 - 75,3-0,Win,J Gordon (Newport-on-Tay),22000,Jock Wallace,Stewart Kennedy,Sandy Jardine,John Greig,Derek Johnstone,Colin Jackson,Jim Denny,Tommy McLean,Iain McDougall,Derek Parlane,Alex Miller,Alistair Scott,,,,,,,,,,,
Partick Thistle v Rangers 1 January 1975,Partick Thistle,League,Firhill ,Away,1,January,1975,1974 - 75,4-0,Win,G Smith (Edinburgh),22000,Jock Wallace,Stewart Kennedy,Sandy Jardine,John Greig,Iain McDougall,Colin Jackson,Tom Forsyth,Tommy McLean,Derek Johnstone,Derek Parlane,Alex Miller,Alistair Scott,,,,,,,,,,,
Rangers v Celtic 4 January 1975,Celtic,League,Ibrox Park,Home,4,January,1975,1974 - 75,3-0,Win,J Paterson (Bothwell),71000,Jock Wallace,Stewart Kennedy,Sandy Jardine,John Greig,Derek Johnstone,Colin Jackson,Tom Forsyth,Tommy McLean,Iain McDougall,Derek Parlane,Alex MacDonald,Alistair Scott,Alex Miller,Quinton Young,,,,,,,,,
Dumbarton v Rangers 11 January 1975,Dumbarton,League,Boghead ,Away,11,January,1975,1974 - 75,5-1,Win,W Mullan (Dalkeith),15800,Jock Wallace,Stewart Kennedy,Sandy Jardine,John Greig,Iain McDougall,Tom Forsyth,Jim Denny,Tommy McLean,Derek Johnstone,Derek Parlane,Alex MacDonald,Alistair Scott,Quinton Young,,,,,,,,,,
Aberdeen v Rangers 25 January 1975,Aberdeen,Scottish Cup,Pittodrie,Away,25,January,1975,1974 - 75,1-1,Draw,R Davidson (Airdrie),30000,Jock Wallace,Stewart Kennedy,Sandy Jardine,Alex Miller,Iain McDougall,Colin Jackson,Tom Forsyth,Tommy McLean,Derek Johnstone,Derek Parlane,Alex MacDonald,Alistair Scott,Bobby McKean,,,,,,,,,,
Morton v Rangers 1 February 1975,Morton,League,Cappielow Park,Away,1,February,1975,1974 - 75,1-1,Draw,H Alexander (Kilmarnock),17000,Jock Wallace,Stewart Kennedy,Sandy Jardine,Alex Miller,Iain McDougall,Colin Jackson,Tom Forsyth,Tommy McLean,Jim Denny,Derek Parlane,Alex MacDonald,Quinton Young,Graham Fyfe,,,,,,,,,,
Rangers v Dunfermline Athletic 8 February 1975,Dunfermline Athletic,League,Ibrox Park,Home,8,February,1975,1974 - 75,2-0,Win,E Pringle (Edinburgh),23500,Jock Wallace,Stewart Kennedy,Sandy Jardine,Alex Miller,Iain McDougall,Colin Jackson,Tom Forsyth,Tommy McLean,Alex O'Hara,Derek Parlane,Alex MacDonald,Quinton Young,Bobby McKean,,,,,,,,,,
